,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13
5, , , , , , , , , ,0,0,0,0,0.000,신주일,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
6,포파, , ,3파, ,3땅, , , ,3,0,0,1,0.238,이호준,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
7, , , , , , , ,3비, ,1,0,0,0,0.231,김경기,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
8, ,유땅, ,4구, ,중홈, ,유비, ,3,1,2,1,0.267,채종범,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
9, , , , , , , , , ,0,0,0,0,0.000,박재상,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
10, ,유땅, ,유땅, , , , , ,2,0,0,0,0.255,안재만,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
11, , , , , ,중비, , ,좌비,2,0,0,0,0.232,최태원,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
12, ,유땅, ,유땅, ,3땅, , , ,3,0,0,0,0.211,양용모,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
13, , , , , , , , ,삼진,1,0,0,0,0.235,추성건,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
14, , ,좌안, ,4구, ,좌비, , ,2,1,0,1,0.189,송재익,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
15, , , , , , , , ,1땅,1,0,0,0,0.263,박계원,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,SK,삼성,,,,,
0,유땅, ,중안/ 삼진, , ,포파, ,중2, ,5,2,2,2,0.280,마르티네,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
1,투땅, ,우안,우안, ,우비, ,2땅, ,5,2,0,2,0.282,박한이,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
2,삼진, ,우홈,중홈, ,삼진, ,4구, ,4,2,5,3,0.282,이승엽,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
3, , , , , , , , , ,0,0,0,0,0.000,전병호,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
4, ,좌비,좌홈,유땅, , ,중홈,좌2, ,5,3,3,3,0.311,마해영,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
5, ,우중2,좌비,유땅, , ,2비,중안, ,5,2,2,0,0.315,김한수,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
6, , , , , , , , , ,0,0,0,0,0.268,김승권,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
7, ,사구,유실,2땅, , , , , ,2,0,0,0,0.301,바에르가,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
8, , , , , , ,우비,좌비, ,2,0,0,0,0.264,정경배,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
9, ,우비,좌안, ,중안, ,우2,우비, ,5,3,0,0,0.308,진갑용,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
10, , , , , , , , , ,0,0,0,0,0.200,장성국,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
11, ,좌비,우안, ,투유병, , , , ,3,1,0,0,0.200,김태균,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
12, , , , , , ,2땅, , ,1,0,0,0,0.231,장영균,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
13, , , , , , , , , ,0,0,0,0,0.264,김재걸,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
14, , ,중안/ 삼진, ,3땅, , , , ,3,1,0,1,0.289,김종훈,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
15, , , , , , , ,4구, ,0,0,0,1,0.264,강동우,구장 : 시민,"관중 : 1,586",2001.09.15(토),개시 : 14:00,경기시간 : 2:34,삼성,SK,,,,,
0,3비, ,좌비, ,좌안, ,우2, ,3땅,5,2,1,2,0.306,정수근,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
1,삼진, , ,우2,좌땅, ,1땅, , ,4,1,1,0,0.264,전상렬,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
2,4구, , ,삼진,우안, ,투땅, , ,3,1,2,0,0.291,우즈,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
3,유비, , ,삼진,1파, ,유땅, , ,4,0,0,0,0.323,김동주,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
4, ,2직, ,삼진, ,삼진, ,3땅, ,4,0,0,0,0.281,안경현,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
5, ,2땅, , ,좌안,유땅, ,좌비, ,4,1,0,0,0.287,장원진,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
6, ,유땅, , ,좌홈,좌2, ,2땅, ,4,2,1,1,0.265,홍성흔,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
7, , ,투땅, ,4구,유땅, , , ,2,0,0,1,0.244,이종민,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
8, , , , , , , , ,우비,1,0,0,0,0.232,최훈재,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
9, , , , , , , , , ,0,0,0,0,0.000,정원석,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
10, , ,3땅, ,4구, ,우2, , ,2,1,0,0,0.216,김민호,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
11, , , , , , , , ,3땅,1,0,0,1,0.138,김호,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,두산,LG,,,,,
0,우안,삼진, , ,유비, ,삼진, , ,4,1,0,0,0.325,김재현,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
1,4구, ,중비, , ,삼진, ,4구, ,2,0,0,0,0.284,유지현,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
2,삼진, ,유안, , ,우안, ,2땅, ,4,2,0,1,0.313,이병규,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
3,1땅, ,2직, , ,좌안, ,2실, ,4,1,0,0,0.351,양준혁,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
4, , , , , , , , , ,0,0,0,0,0.200,최만호,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
5,1비, , , , , , , , ,1,0,0,0,0.268,심성보,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
6, , , ,1파, ,4구, ,유2병, ,2,0,0,0,0.198,홍현우,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
7, ,4구, ,2직, , , , , ,1,0,0,1,0.290,서용빈,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
8, , , , , ,삼진, , , ,1,0,0,0,0.352,박연수,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
9, , , , , , , , ,삼진,1,0,0,0,0.302,최동수,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
10, ,투희번, ,유땅, ,삼진, , ,2땅,3,0,0,0,0.234,안상준,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
11, ,우중안, , ,3땅, ,유땅, , ,3,1,1,0,0.260,김정민,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
12, , , , , , , , ,삼진,1,0,0,0,0.000,김재학,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
13, ,우비, , ,삼진, ,투번, , ,3,0,0,0,0.237,이종열,구장 : 잠실,"관중 : 6,960",2001.09.15(토),개시 : 14:01,경기시간 : 3:22,LG,두산,,,,,
0,중비, ,우비, ,4구,좌비, ,중비, ,4,0,0,0,0.280,이진영,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
1,2땅, ,1안, ,4구, ,4구, ,유안,3,2,0,2,0.284,윤재국,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
2,2땅, ,유땅, ,삼진, ,중비, ,유땅,5,0,0,0,0.339,에레라,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
3, ,좌중2, ,중비,삼진, ,2안, ,유안,5,3,1,2,0.318,브리또,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
4, ,투희번, ,중안, ,중안,중비, ,4구,3,2,0,1,0.270,채종범,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
5, ,1파, ,2땅, ,우비,좌홈, ,유비,5,1,3,1,0.237,이호준,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
6, ,중안, ,4구, ,4구,중비, ,3땅,3,1,1,1,0.255,안재만,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
7, ,삼진, ,삼진, , , , , ,2,0,0,0,0.186,송재익,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
8, , , , , ,투비, , , ,1,0,0,0,0.253,양현석,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
9, , , , , , , ,2땅, ,1,0,0,0,0.231,최태원,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
10, , ,우파, ,삼진, , , , ,2,0,0,0,0.156,강성우,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
11, , , , , ,중2, ,중안, ,2,2,2,0,0.220,양용모,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,SK,삼성,,,,,
0,2안,3실, ,좌비, , ,삼진, ,우비,5,1,0,0,0.279,마르티네,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
1,1땅,중안, , ,삼진, ,우비, ,유땅,5,1,1,0,0.286,김종훈,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
2,좌안,좌비, , ,4구, ,4구, , ,2,1,0,0,0.283,이승엽,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
3, , , , , , , , , ,0,0,0,0,0.258,김수관,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
4,삼진, ,2땅, ,삼진, ,좌안, , ,4,1,0,0,0.311,마해영,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
5,유땅, ,3실, ,투땅, ,중비, , ,4,0,0,0,0.312,김한수,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
6, ,우비,1파, , ,유안, , , ,3,1,0,0,0.276,김동수,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
7, , , , , , , ,2땅, ,1,0,0,0,0.261,김재걸,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
8, ,2파,2땅, , , , , , ,2,0,0,0,0.262,정경배,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
9, , , , , ,1비, ,우비, ,2,0,0,0,0.306,진갑용,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
10, ,3안, ,1파, ,3비, ,삼진, ,4,1,0,1,0.267,김승권,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
11, ,우안, ,투번, , , , , ,2,1,0,1,0.283,박한이,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
12, , , , , ,중비, , , ,1,0,0,0,0.298,바에르가,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
13, , , , , , , , ,삼진,1,0,0,0,0.263,강동우,구장 : 시민,"관중 : 2,818",2001.09.15(토),개시 : 16:58,경기시간 : 3:33,삼성,SK,,,,,
0,좌안,사구, ,투희번, ,3땅, ,중안, ,3,2,0,0,0.328,전준호,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
1, , , , , , , , , ,0,0,0,0,0.238,채종국,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
2,2병,유땅, ,유땅, , , , , ,3,0,0,0,0.230,이명수,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
3, , , , , ,2땅, ,2땅, ,2,0,0,0,0.243,박종호,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
4,좌안, ,중안,좌안, ,중비, ,유땅, ,5,3,1,0,0.276,박재홍,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
5,2땅, ,좌비,2땅, , ,삼진, ,중비,5,0,0,0,0.301,이숭용,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
6, ,4구,좌안, ,우2, ,중안, ,1파,4,3,0,3,0.263,전근표,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
7, ,중안,유비, ,4구, ,4구, , ,2,1,0,1,0.206,정현택,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
8, , , , , , , , ,우비,1,0,0,0,0.296,심정수,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
9, ,삼진,좌비, ,우비, ,삼진, , ,4,0,0,0,0.237,퀸란,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
10, ,좌중홈, ,좌안, , , , , ,2,2,3,2,0.226,이재주,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
11, , , , ,우희비, , , , ,0,0,1,0,0.333,장정석,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
12, , , , , , , , , ,0,0,0,0,0.125,장광호,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
13, , , , , , ,우중2, , ,1,1,1,0,0.258,박경완,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
14, ,중비, ,우안,유땅, ,유땅, , ,4,1,0,0,0.188,이용주,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
15, , , , , , , , , ,0,0,0,0,0.222,김인호,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,현대,KIA,,,,,
0,3땅, ,좌안, ,중비,2땅, , ,2땅,5,1,0,0,0.313,이종범,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
1,4구, ,2땅, ,중비,우파, , ,좌중안,4,1,0,1,0.287,김종국,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
2,좌비, ,4구, ,중안, ,중비, ,우비,4,1,0,0,0.307,장성호,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
3,좌중2, ,좌비, ,중안, ,우비, ,중비,5,2,1,0,0.307,산토스,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
4,우비, ,우비, ,우비, ,중비, , ,4,0,0,0,0.283,신동주,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
5, ,4구, ,유땅, ,4구, ,삼진, ,2,0,0,1,0.271,이동수,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
6, ,유2병, ,3땅, ,좌비, ,우파, ,4,0,0,0,0.278,홍세완,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
7, ,중안, ,유실, ,좌홈, ,중안, ,4,3,2,1,0.286,김창희,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
8, ,유땅, , , , , , , ,1,0,0,0,0.262,김상훈,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
9, , , ,중비, ,4구, ,삼진, ,2,0,0,0,0.222,황성기,구장 : 무등,"관중 : 2,684",2001.09.15(토),개시 : 17:01,경기시간 : 3:01,KIA,현대,,,,,
0,2안,4구, ,우2, ,4구, ,3희실, ,2,2,0,4,0.310,정수근,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
1, , , , , , , , ,우안,1,1,0,1,0.200,유필선,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
2,4구,4구, , , , , , , ,0,0,0,0,0.287,장원진,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
3, , , ,2비, ,3희번, ,투희선,좌안,2,1,0,1,0.207,김원섭,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
4,2땅,3땅, ,2안, ,유땅, ,좌중2,1비,6,2,5,1,0.292,우즈,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,이상훈,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
6,좌비, ,3땅,4구, ,삼진, ,좌안,우안,5,2,1,1,0.324,김동주,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
7,4구, ,3땅, , , , , , ,1,0,0,0,0.231,최훈재,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
8, , , ,중비, , ,3직,중2,삼진,4,1,1,1,0.254,강봉규,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
9,1비, ,중안, ,유땅, ,좌중2,좌희비,2땅,5,2,1,1,0.282,안경현,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
10, ,1땅,우안, ,삼진, ,2비,3땅, ,5,1,1,0,0.261,전상렬,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
11, ,우중3,3땅, ,좌비, , , , ,3,1,0,0,0.169,이도형,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
12, , , , , , ,1파,좌안, ,2,1,0,0,0.267,홍성흔,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
13, ,1파, , , , , , , ,1,0,0,0,0.133,김호,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
14, , , ,1파, ,좌홈, ,사구/ 중비, ,3,1,1,2,0.143,정원석,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,두산,LG,,,,,
0,우3,유실, ,좌비, ,투땅, ,중안, ,5,2,1,2,0.314,이병규,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
1,우희비,유땅, ,4구, , ,4구, , ,1,0,1,0,0.284,유지현,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
2, , , , , , , , , ,0,0,0,0,0.241,권용관,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
3, , , , , , , ,사구, ,0,0,0,0,0.000,김재학,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
4,1땅,2땅, , , , , , , ,2,0,0,0,0.265,심성보,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
5, , , ,유땅, , ,삼진, , ,2,0,0,0,0.190,최만호,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
6, , , , , , , ,좌안, ,1,1,2,0,0.308,최동수,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
7, , , , , , , , , ,0,0,0,0,0.118,한규식,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
8,우안, ,좌안, ,중안, ,우안,4구, ,4,4,0,0,0.358,양준혁,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
9,중2, ,3땅, ,중안, , , , ,3,2,0,0,0.328,김재현,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
10, , , , , , ,삼진,포파, ,2,0,0,0,0.344,박연수,구장 : 잠실,"관중 : 9,563",2001.09.15(토),개시 : 17:52,경기시간 : 3:52,LG,두산,,,,,
